870000012922109999	GO20210521G0000E14TESTE	000101

88	000002	PQM6F63	T002212927	1	10	20210518	5452	110910	00047322995	20210524	20211108	
88	000003	JGY2597	T002520096	1	10	20210518	6530	010910	00047323037	20210524	20211108	
88	000004	NZT5143	T002613642	1	10	20210518	5541	429221	00047323062	20210524	20211108	
88	000005	JHX6346	T002613640	1	10	20210518	5541	429221	00047323063	20210524	20211108	
88	000006	NFL5496	T002602459	1	10	20210518	5851	210910	00047326065	20210524	20211108	
88	000007	NLH3919	T002613643	1	10	20210518	5541	429221	00047323009	20210524	20211108	
88	000008	CLL5329	T002613641	1	10	20210518	7625	229221	00047323010	20210524	20211108	
88	000009	NKG8260	T002624151	1	10	20210518	5398	010910	00047332989	20210524	20211108	
88	000010	JZO7927	T000269769	1	10	20210518	6050	110910	00047333251	20210524	20211108	
88	000011	OGN7A11	T002602457	1	10	20210518	5738	010910	00047326525	20210524	20211108	
88	000012	JFT6952	T002602462	1	10	20210518	6530	010910	00047333318	20210524	20211108	
88	000013	PQW8236	T002621422	1	10	20210518	5541	429221	00047324022	20210524	20211108	
88	000014	ONW7330	T002621411	1	10	20210518	6530	029221	00047324023	20210524	20211108	
88	000015	JKK5B86	T002621201	1	10	20210518	5452	629221	00047324027	20210524	20211108	
88	000016	JGH7557	T002522686	1	10	20210518	6530	010910	00047324346	20210524	20211108	
88	000017	JHQ1E58	T002621209	1	10	20210518	5185	129221	00047324348	20210524	20211108	
88	000018	JJV6694	T002621208	1	10	20210518	5541	129221	00047324349	20210524	20211108	
88	000019	KEY0943	T002621206	1	10	20210518	5541	129221	00047324351	20210524	20211108	
88	000020	NWQ8039	T002621205	1	10	20210518	7625	129221	00047324352	20210524	20211108	
88	000021	DGZ1723	T002621202	1	10	20210518	7625	229221	00047324353	20210524	20211108	
88	000022	NVZ5423	T002621851	1	10	20210518	5541	129221	00047324107	20210524	20211108	
88	000023	NWM9068	T002621424	1	10	20210518	5541	429221	00047324108	20210524	20211108	
88	000024	ONL8653	T002621423	1	10	20210518	5541	429221	00047324109	20210524	20211108	
88	000025	ONP7411	T002621421	1	10	20210518	5541	429221	00047324110	20210524	20211108	
88	000026	ONQ9379	T002621420	1	10	20210518	5541	129221	00047324111	20210524	20211108	
88	000027	OGU5121	T002621415	1	10	20210518	5541	429221	00047324112	20210524	20211108	
88	000028	NLF3916	T002621413	1	10	20210518	7633	129221	00047324114	20210524	20211108	
88	000029	PQK2289	T002621418	1	10	20210518	5541	429221	00047324409	20210524	20211108	
88	000030	NIY3742	T002621416	1	10	20210518	5541	429221	00047324410	20210524	20211108	
88	000031	JHL6032	T002621412	1	10	20210518	6530	029221	00047324411	20210524	20211108	
88	000032	RCC7H64	T002621216	1	10	20210518	5541	429221	00047324437	20210524	20211108	
88	000033	JIC9325	T002621210	1	10	20210518	5541	129221	00047324439	20210524	20211108	
88	000034	PXR3J13	T002365673	1	10	20210518	5380	029221	00047324170	20210524	20211108	
88	000035	PAF2499	T002621425	1	10	20210518	5541	129221	00047324470	20210524	20211108	
88	000036	NKT5167	T002621222	1	10	20210518	5541	129221	00047324572	20210524	20211108	
88	000037	NKF8G98	T002621225	1	10	20210518	5452	629221	00047324183	20210524	20211108	
88	000038	NBX8J73	T002621223	1	10	20210518	7633	229221	00047324186	20210524	20211108	
88	000039	NGG1502	T002621221	1	10	20210518	5541	429221	00047324189	20210524	20211108	
88	000040	DOC4713	T002621224	1	10	20210518	5550	029221	00047324481	20210524	20211108	
88	000041	OVV0050	T002621219	1	10	20210518	5541	429221	00047324482	20210524	20211108	
88	000042	OMO3906	T002621220	1	10	20210518	5541	429221	00047324211	20210524	20211108	
88	000043	KFA3403	T002621218	1	10	20210518	5541	429221	00047324213	20210524	20211108	
88	000044	ONN7119	T002621203	1	10	20210518	5541	429221	00047324512	20210524	20211108	
88	000045	ONE0023	T002621419	1	10	20210518	5541	429221	00047324552	20210524	20211108	
88	000046	NKY0263	T002621217	1	10	20210518	5541	429221	00047323999	20210524	20211108	
88	000047	NKP9226	T002621215	1	10	20210518	5541	429221	00047324000	20210524	20211108	
88	000048	PRL7A41	T002621214	1	10	20210518	5541	429221	00047324001	20210524	20211108	
88	000049	OFS6H37	T002621211	1	10	20210518	5541	129221	00047324002	20210524	20211108	
88	000050	ONE8696	T002621207	1	10	20210518	5541	129221	00047324003	20210524	20211108	
88	000051	NLF6103	T002621204	1	10	20210518	5541	429221	00047324004	20210524	20211108	
88	000052	HOT9038	T002621410	1	10	20210518	5193	029221	00047323616	20210524	20211108	
88	000053	NWJ6520	T002621407	1	10	20210518	7633	129221	00047323617	20210524	20211108	
88	000054	MWS9814	T002342704	1	10	20210518	5193	029221	00047323618	20210524	20211108	
88	000055	OGO0722	T002480232	1	10	20210518	7633	229221	00047323920	20210524	20211108	
88	000056	RCH5F80	T002577826	1	10	20210518	7633	229221	00047323928	20210524	20211108	
88	000057	KCI9287	T002620893	1	10	20210518	5452	629221	00047323332	20210524	20211108	
88	000058	PRE0C09	T002355810	1	10	20210518	5541	129221	00047323659	20210524	20211108	
88	000059	JHR4702	T002613650	1	10	20210518	5541	429221	00047323660	20210524	20211108	
88	000060	OGO4G49	T002602455	1	10	20210518	6530	010910	00047324906	20210524	20211108	
88	000061	NVS4H73	T002613644	1	10	20210518	5541	429221	00047323663	20210524	20211108	
88	000062	OGO2J45	T002620900	1	10	20210518	5541	129221	00047323666	20210524	20211108	
88	000063	JGC0018	T002280699	1	10	20210518	5525	010910	00047320748	20210524	20211108	
88	000064	OXD0H21	T002355823	1	10	20210518	5541	429221	00047323702	20210524	20211108	
88	000065	NLB0130	T002577827	1	10	20210518	6122	029221	00047325713	20210524	20211108	
88	000066	JJV3808	T002589788	1	10	20210518	5452	110910	00047322124	20210524	20211108	
88	000067	NWN6871	T002621408	1	10	20210518	5541	429221	00047323745	20210524	20211108	
88	000068	PQR2405	T002621401	1	10	20210518	5541	129221	00047323746	20210524	20211108	
88	000069	KEQ0471	T002620894	1	10	20210518	7625	129221	00047323747	20210524	20211108	
88	000070	KDX7524	T002620891	1	10	20210518	5452	229221	00047323748	20210524	20211108	
88	000071	PQI3H90	T002620889	1	10	20210518	5541	429221	00047323749	20210524	20211108	
88	000072	KFC2204	T002355819	1	10	20210518	7625	129221	00047323427	20210524	20211108	
88	000073	NWA0767	T002355816	1	10	20210518	5568	029221	00047323428	20210524	20211108	
88	000074	ENM3C98	T002355814	1	10	20210518	7625	229221	00047323429	20210524	20211108	
88	000075	HRK9234	T002355809	1	10	20210518	5541	129221	00047323430	20210524	20211108	
88	000076	PQR0759	T002620886	1	10	20210518	5541	129221	00047323431	20210524	20211108	
88	000077	JHT2I58	T002620884	1	10	20210518	5568	029221	00047323432	20210524	20211108	
88	000078	JIZ0I38	T002597932	1	10	20210518	6530	010910	00047324799	20210524	20211108	
88	000079	PBE6A96	T002620881	1	10	20210518	5568	029221	00047323433	20210524	20211108	
88	000080	NWB5G48	T002620880	1	10	20210518	5541	429221	00047323434	20210524	20211108	
88	000081	QBA4079	T002620876	1	10	20210518	5541	129221	00047323436	20210524	20211108	
88	000082	NVV3642	T002355815	1	10	20210518	5541	429221	00047323778	20210524	20211108	
88	000083	NVT7474	T002355812	1	10	20210518	5541	429221	00047323779	20210524	20211108	
88	000084	OGU2013	T002620878	1	10	20210518	5541	429221	00047323780	20210524	20211108	
88	000085	KVP6962	T002613647	1	10	20210518	5460	029221	00047323782	20210524	20211108	
88	000086	ONK0193	T002613645	1	10	20210518	5541	129221	00047323783	20210524	20211108	
88	000087	PQR1990	T002589789	1	10	20210518	5487	010910	00047321085	20210524	20211108	
88	000088	NGM0038	T000496973	1	10	20210518	5525	010910	00047325495	20210524	20211108	
88	000089	OMJ9119	T000496972	1	10	20210518	5525	010910	00047325496	20210524	20211108	
88	000090	PBT6150	T000496971	1	10	20210518	5525	010910	00047325497	20210524	20211108	
88	000091	KDY0456	T002602456	1	10	20210518	7048	110910	00047325516	20210524	20211108	
88	000092	RBN3C42	T002355818	1	10	20210518	5541	429221	00047323178	20210524	20211108	
88	000093	NKG7474	T002620887	1	10	20210518	5541	129221	00047323179	20210524	20211108	
88	000094	JEH6813	T002355825	1	10	20210518	5452	629221	00047323474	20210524	20211108	
88	000095	PAA4H75	T002355824	1	10	20210518	5452	629221	00047323475	20210524	20211108	
88	000096	RBL3E32	T002355822	1	10	20210518	5541	129221	00047323476	20210524	20211108	
88	000097	NGY0257	T002355820	1	10	20210518	5541	129221	00047323477	20210524	20211108	
88	000098	NGM2425	T002621409	1	10	20210518	5541	429221	00047323482	20210524	20211108	
88	000099	NVW6367	T002621406	1	10	20210518	5193	029221	00047323483	20210524	20211108	
88	000100	NLU5I47	T002621405	1	10	20210518	5541	129221	00047323485	20210524	20211108	
88	000101	ONY5078	T002621403	1	10	20210518	5452	629221	00047323486	20210524	20211108	
88	000102	JGF8457	T000550302	1	10	20210518	6050	110910	00047325271	20210524	20211108	
88	000103	PRN8717	T002620885	1	10	20210518	5568	029221	00047323201	20210524	20211108	
88	000104	PYO9434	T002620879	1	10	20210518	5541	129221	00047323202	20210524	20211108	
88	000105	KEZ1707	T002620877	1	10	20210518	5541	429221	00047323203	20210524	20211108	
88	000106	NJZ1578	T002613649	1	10	20210518	5541	429221	00047323207	20210524	20211108	
88	000107	NFM5146	T002613646	1	10	20210518	5541	129221	00047323209	20210524	20211108	
88	000108	OMZ2301	T002620899	1	10	20210518	7625	229221	00047323488	20210524	20211108	
88	000109	NWR1217	T002620897	1	10	20210518	5541	429221	00047323490	20210524	20211108	
88	000110	OMY7116	T002620892	1	10	20210518	5452	629221	00047323492	20210524	20211108	
88	000111	PTS2C48	T002620888	1	10	20210518	5541	129221	00047323493	20210524	20211108	
88	000112	OGH1006	T002376639	1	10	20210518	6530	010910	00047321851	20210524	20211108	
88	000113	PAI3929	T002621404	1	10	20210518	5452	629221	00047323846	20210524	20211108	
88	000114	HTU8510	T002620898	1	10	20210518	7625	129221	00047323848	20210524	20211108	
88	000115	NKR7658	T002620896	1	10	20210518	5541	429221	00047323849	20210524	20211108	
88	000116	PAV1602	T002620895	1	10	20210518	5568	029221	00047323851	20210524	20211108	
88	000117	EGO2916	T002620890	1	10	20210518	5541	129221	00047323852	20210524	20211108	
88	000118	PRP8925	T002355821	1	10	20210518	5541	129221	00047323251	20210524	20211108	
88	000119	JFP2641	T002605801	1	10	20210518	5452	410910	00047323883	20210524	20211108	
88	000120	NWF2C94	T002480231	1	10	20210518	5452	229221	00047323901	20210524	20211108	
88	000121	NGA6978	T002355817	1	10	20210518	5568	029221	00047323912	20210524	20211108	
88	000122	JIW7094	T002355813	1	10	20210518	5541	429221	00047323913	20210524	20211108	
88	000123	NGD1783	T002355811	1	10	20210518	5541	429221	00047323914	20210524	20211108	
88	000124	NLC4735	T002620883	1	10	20210518	5568	029221	00047323915	20210524	20211108	
88	000125	JIV0I39	T002620882	1	10	20210518	7625	129221	00047323916	20210524	20211108	
88	000126	NFL3092	T002589787	1	10	20210518	6530	010910	00047320954	20210524	20211108	
88	000127	OGX2385	A024121397	1	10	20210518	7625	229221	00047340554	20210524	20211108	
88	000128	NWL0298	A024121399	1	10	20210518	5541	429221	00047340568	20210524	20211108	
88	000129	PRG9265	A024121400	1	10	20210518	5541	429221	00047340584	20210524	20211108	
88	000130	QTR2539	A024121415	1	10	20210518	5452	229221	00047340609	20210524	20211108	

89000131000129		                                                           
